"pm25","fips","region"
10.5051792723394,"17197","east"
10.0347250809987,"17201","east"
13.0931187500138,"18003","east"
13.1446592093778,"18019","east"
11.8553016640881,"18035","east"
13.0239225555372,"18037","east"
12.0461756061115,"18039","east"
12.3671405767727,"18043","east"
11.630028527498,"18051","east"
11.4432521852433,"18065","east"
11.6924524127122,"18067","east"
11.8117812795938,"18083","east"
12.7532869466665,"18089","east"
10.6469459530144,"18091","east"
12.0895111242388,"18095","east"
13.8832168707687,"18097","east"
12.1973541767198,"18127","east"
13.4352543307883,"18141","east"
12.224040041983,"18147","east"
12.1950547177351,"18157","east"
12.8288775395985,"18163","east"
12.2609157118629,"18167","east"
10.4736962770473,"19013","east"
11.6990452738192,"19045","east"
10.9172629816653,"19103","east"
11.1236639236879,"19111","east"
10.407355367073,"19113","east"
9.28889224065695,"19137","east"
12.679210751879,"19139","east"
8.82850404312669,"19147","east"
9.40201510835567,"19153","east"
10.8313455499634,"19155","east"
11.9607604301067,"19163","east"
9.28110499880411,"19177","east"
8.93896188478685,"20091","east"
9.33779024592978,"20107","east"
9.05711530713215,"20173","east"
9.32216152841153,"20177","east"
8.68183331819695,"20191","east"
9.7411819651878,"20209","east"
11.2818263607737,"21013","east"
11.405536872264,"21019","east"
12.6653247822665,"21029","east"
11.8011875934401,"21037","east"
9.68513234753605,"21043","east"
11.3224653698792,"21047","east"
12.0517527673095,"21059","east"
12.3957936523464,"21067","east"
11.1037138188609,"21073","east"
11.7650292954172,"21093","east"
11.8591950782035,"21101","east"
13.0588135499759,"21111","east"
11.9036446011229,"21117","east"
11.6700302343159,"21145","east"
10.3434330163497,"21151","east"
11.5546621879169,"21183","east"
10.0901497369687,"21195","east"
11.5114626909954,"21227","east"
10.8511742051786,"22017","east"
8.87430973517136,"22019","east"
9.97039679617448,"22033","east"
9.76181836142642,"22047","east"
9.07945329347656,"22051","east"
9.79997038240766,"22055","east"
9.70396147150449,"22073","east"
8.89871776296726,"22079","east"
12.1783537749805,"22087","east"
9.13448640646916,"22105","east"
8.52827622014538,"22109","east"
11.8026775921897,"22121","east"
7.79428610906411,"23001","east"
6.16244323094984,"23003","east"
8.18271314335201,"23005","east"
4.50453934354474,"23009","east"
7.33442566054635,"23011","east"
8.25966374269006,"23017","east"
7.38414669783752,"23019","east"
5.18625013760234,"23021","east"
11.4394020016885,"24003","east"
11.0231924080553,"24005","east"
11.6654863989306,"24015","east"
9.52946522657514,"24025","east"
10.6695080583002,"24031","east"
10.9266248723521,"24033","east"
10.9197430826349,"24043","east"
11.3709750520062,"24510","east"
9.19451914098973,"25003","east"
8.28275446883394,"25005","east"
7.94932478030371,"25009","east"
9.24457581475404,"25013","east"
8.03113665833102,"25017","east"
8.55000722475601,"25023","east"
9.78867233024303,"25025","east"
8.83497903990617,"25027","east"
8.93590525709103,"26005","east"
8.40468536211813,"26017","east"
9.20833768350815,"26021","east"
14.6235004359233,"26033","east"
9.14099752540553,"26049","east"
9.25362380726576,"26065","east"
10.071916144362,"26077","east"
10.2299157315414,"26081","east"
9.53532501124606,"26091","east"
9.6692579869516,"26099","east"
6.74509066901192,"26101","east"
6.15330113532256,"26113","east"
10.370515751246,"26115","east"
9.09049954542503,"26121","east"
10.0200564971751,"26125","east"
9.99355289703415,"26139","east"
9.88888637303393,"26147","east"
10.1040336280696,"26161","east"
10.8806689799788,"26163","east"
9.56867589462954,"27037","east"
9.64989309691582,"27053","east"
9.59445850469261,"27109","east"
10.2050152804098,"27123","east"
6.26349779607528,"27137","east"
9.42211912179202,"27139","east"
8.55998200089996,"27145","east"
10.2877507209013,"28001","east"
10.7581823929192,"28011","east"
10.6451528237764,"28033","east"
11.9985754985755,"28035","east"
9.76825280429092,"28043","east"
8.99327614784088,"28047","east"
11.4474117631613,"28049","east"
9.70573684210526,"28059","east"
12.1574041554997,"28067","east"
11.497954956176,"28075","east"
11.3042534581891,"28081","east"
11.3759900746382,"29021","east"
9.82397108745685,"29037","east"
10.1992643383914,"29039","east"
9.60990396323765,"29047","east"
10.1352400106444,"29077","east"
11.1735921402681,"29095","east"
10.9352417209583,"29099","east"
12.5235490845219,"29510","east"
8.18520238962262,"30029","west"
6.87545272286954,"30031","west"
8.03003253664964,"30049","west"
11.4640386259067,"30053","west"
8.29427321917999,"30063","west"
7.18724327002699,"30081","west"
5.13591559259374,"30083","west"
6.17056584886774,"30089","west"
8.85858796296296,"30093","west"
9.37695599122917,"31055","east"
7.36736819076215,"31079","east"
8.50389554904833,"31109","east"
10.0064754815115,"31153","east"
8.75971822341257,"31177","east"
6.6724260979013,"32003","west"
7.20333687724705,"32031","west"
5.71197632058288,"33001","east"
10.2082991657245,"33005","east"
6.83499782024821,"33009","east"
8.34972918709436,"33011","east"
8.5159294969901,"33013","east"
7.59825818049018,"33015","east"
8.82701794307081,"34001","east"
9.03590451416538,"34003","east"
9.87622644263949,"34007","east"
9.11774527637991,"34015","east"
10.6562578539116,"34017","east"
9.02415923073705,"34021","east"
8.6325129421166,"34023","east"
8.07352846617576,"34027","east"
8.67711568456971,"34029","east"
9.53897002479153,"34031","east"
10.4323571790708,"34039","east"
9.55134699454577,"34041","east"
5.42580029507551,"35001","west"
5.6890965386104,"35005","west"
7.83828823219103,"35013","west"
4.79364360267758,"35017","west"
5.67873831775701,"35025","west"
4.60140846243545,"35045","west"
4.19568783609012,"35049","west"
8.23348825302021,"36001","east"
11.3671288501025,"36005","east"
7.77127949484879,"36013","east"
10.0348218426317,"36029","east"
4.62527947083762,"36031","east"
10.8843581622251,"36047","east"
8.25159006795928,"36055","east"
9.70476598677189,"36059","east"
11.7849004678274,"36061","east"
8.9042444268613,"36063","east"
7.92652243117573,"36067","east"
8.59196938859061,"36071","east"
10.1146409158338,"36081","east"
9.93635420143594,"36085","east"
7.50027150782794,"36101","east"
8.92497366203119,"36103","east"
9.61133772773696,"36119","east"
11.27216297368,"37001","east"
9.31947705785482,"37021","east"
10.383642317916,"37033","east"
11.8062762938835,"37035","east"
9.70731034235409,"37037","east"
11.3768352028353,"37051","east"
12.43392079794,"37057","east"
9.75080353306394,"37061","east"
10.954336282998,"37063","east"
10.0627506645497,"37065","east"
10.9714908974219,"37067","east"
11.308122722154,"37071","east"
11.0229603167885,"37081","east"
11.0450660684255,"37087","east"
9.44562298758968,"37099","east"
9.80939098232848,"37107","east"
11.0337415490157,"37111","east"
9.44409520768716,"37117","east"
11.3151363836954,"37119","east"
10.1944771429818,"37121","east"
10.5068090610659,"37123","east"
9.97160810956816,"37147","east"
10.7108377702256,"37155","east"
11.6810608083505,"37159","east"
10.1507817845627,"37173","east"
10.7478311836223,"37183","east"
9.43459239453357,"37189","east"
11.0599438832772,"37191","east"
4.46019342212702,"38007","west"
7.05767640265159,"38015","west"
8.59815859385905,"38017","east"
6.12148745519713,"38057","west"
9.71960606060606,"39009","east"
13.4246728289138,"39017","east"
12.77689765739,"39023","east"
11.5753587266828,"39025","east"
12.5936655468382,"39035","east"
11.9092415807718,"39049","east"
11.8757667688817,"39057","east"
13.7709865393588,"39061","east"
12.8078287596983,"39081","east"
12.2284521854719,"39087","east"
10.4150769529002,"39093","east"
11.5563892135782,"39095","east"
12.4347670067491,"39099","east"
11.1490500162763,"39103","east"
13.2179099035547,"39113","east"
11.4944177911044,"39133","east"
11.6850967823027,"39135","east"
11.5947060815405,"39145","east"
13.2246412927179,"39151","east"
13.0829872749355,"39153","east"
11.8646892655367,"39165","east"
12.23285559637,"40001","east"
8.9506436717737,"40015","east"
10.7164075537989,"40097","east"
10.5491344604625,"40101","east"
9.6306288837866,"40109","east"
9.46711323763955,"40115","east"
10.2178741406663,"40121","east"
10.2451206140351,"40135","east"
11.1472156911725,"40143","east"
4.978396874298,"41017","west"
11.4225845410628,"41025","west"
6.54402211698387,"41029","west"
7.85746426250812,"41033","west"
11.2011307767945,"41035","west"
9.60610446840563,"41037","west"
7.98116553828948,"41039","west"
9.55933933933934,"41043","west"
7.13897840264273,"41051","west"
7.51253738783649,"41059","west"
6.72289109682447,"41061","west"
8.61749931072512,"41067","west"
11.3551950960356,"42001","east"
13.1360618372132,"42003","east"
12.8972542216254,"42007","east"
11.1321021621822,"42011","east"
11.3428938232784,"42017","east"
13.1956295726496,"42021","east"
9.92346120659214,"42027","east"
13.6544290469195,"42029","east"
13.9194602707098,"42041","east"
12.4209249399068,"42043","east"
13.3081934177611,"42045","east"
10.5110734476415,"42049","east"
9.6772187240439,"42069","east"
12.7020435686769,"42071","east"
11.0205342125979,"42085","east"
10.7740011336332,"42091","east"
12.7091824512936,"42095","east"
11.5009953445245,"42101","east"
11.838172412336,"42125","east"
13.2813176174198,"42129","east"
12.4597419915924,"42133","east"
6.61591751334222,"44003","east"
8.69011815774355,"44007","east"
9.20163304752858,"45019","east"
10.2971142483007,"45025","east"
10.7400240500241,"45037","east"
10.5630495400263,"45041","east"
11.5585938746887,"45045","east"
11.4228027810029,"45063","east"
8.60029074381825,"45073","east"
11.2039298127196,"45079","east"
8.31935611851578,"46011","east"
8.13603942755946,"46013","east"
8.63198170755892,"46029","east"
4.32473577258088,"46033","west"
4.17590077169482,"46071","west"
9.10132321826058,"46099","east"
6.10528517104277,"46103","west"
11.7823916935195,"47009","east"
10.8153386745778,"47037","east"
10.1044988057919,"47045","east"
11.4809949081829,"47065","east"
12.1552691594563,"47093","east"
9.04344598105775,"47099","east"
12.445652173913,"47105","east"
11.7211199914749,"47107","east"
9.7214552545156,"47113","east"
9.75586180958521,"47119","east"
10.6075389666176,"47125","east"
10.4591444106378,"47141","east"
12.0353832018138,"47145","east"
10.6580542566339,"47157","east"
11.0539762954624,"47163","east"
10.431050257732,"47165","east"
8.9111255603606,"48029","east"
11.277834613857,"48037","east"
5.34960373116053,"48043","west"
10.7113321544356,"48061","east"
10.1029541111782,"48113","east"
7.41224168467053,"48135","west"
9.74765199671523,"48139","east"
10.3050851370785,"48141","west"
11.7279558338076,"48201","east"
9.87371311989956,"48203","east"
10.2047614797847,"48215","east"
9.86604548789435,"48245","east"
7.7402380952381,"48303","west"
9.72221823933551,"48355","east"
9.83538961038961,"48361","east"
5.99885671918139,"48375","west"
10.3045918073048,"48439","east"
9.2146476941485,"48453","east"
7.97454300238614,"49003","west"
9.75774088312412,"49005","west"
9.63155203967738,"49011","west"
9.63223241847081,"49035","west"
6.62455532902934,"49045","west"
8.86685828172715,"49049","west"
9.19589464159308,"49057","west"
6.90222222222222,"50003","east"
6.29683653528726,"50007","east"
9.78223904148171,"50021","east"
9.3864455157637,"51003","east"
10.8817011927181,"51013","east"
9.48757888114595,"51036","east"
10.2362047552975,"51041","east"
10.3534592553053,"51059","east"
11.075065913371,"51069","east"
9.76781848706826,"51087","east"
10.1907621082621,"51107","east"
9.84487541239105,"51139","east"
10.8019088319088,"51165","east"
10.2215301318267,"51520","east"
9.32761898089767,"51680","east"
10.2577933993594,"51710","east"
10.3145980079593,"51770","east"
9.92818679537931,"51775","east"
9.80280614666391,"51810","east"
7.93077902151641,"53011","west"
7.93944411490059,"53033","west"
8.84377007829653,"53053","west"
7.82149191897902,"53061","west"
9.46225263808188,"53077","west"
12.8764114273625,"54003","east"
13.3398029761572,"54009","east"
13.0437226884185,"54011","east"
12.4051819949986,"54029","east"
11.7832403262114,"54033","east"
12.420487387962,"54039","east"
12.8436945026791,"54049","east"
13.1318613325649,"54051","east"
11.5568368020345,"54061","east"
12.4233210639628,"54069","east"
10.1144205471639,"54081","east"
12.8403648688476,"54107","east"
5.71523907808738,"55003","east"
11.3662880536154,"55009","east"
11.098743664562,"55025","east"
6.30819786503374,"55041","east"
11.2191912054405,"55043","east"
10.4409234137763,"55059","east"
10.0585723614208,"55063","east"
9.41794745484401,"55071","east"
11.5759336442523,"55079","east"
10.2481154110321,"55087","east"
10.0309493797519,"55089","east"
9.74949138853279,"55109","east"
9.20805996457349,"55111","east"
8.48309472249895,"55119","east"
6.11159409772617,"55125","east"
11.9759798147557,"55133","east"
5.27225233101856,"56005","west"
3.38262576396183,"56009","west"
8.50559576495175,"56013","west"
4.1327393431167,"56021","west"
4.95557025220927,"56029","west"
6.54923928184728,"56033","west"
5.63258693361433,"56035","west"
6.34970982855398,"56037","west"
4.56580800325485,"56039","west"
